role,optimizer_a,optimizer_b,delta_definition,config_hash_a,config_hash_b,lr_a,weight_decay_a,lr_b,weight_decay_b,checkpoint_role,definition_version,evaluation_git_sha,inventory_hash,dataset_policy_hash,analysis_dtype,metric_name,artifact_key,formula_id,reporting_tier,direction,fit_split,query_split,transform,statistic,seed0_delta,seed1_delta,seed2_delta,mean_delta,sample_sd_delta_ddof1,formatted_delta
C1,sgd,adam,optimizer_a_minus_optimizer_b_seed_matched,188f2e248d512bb338cd5c33c140337ac59206948aa209631ca797a09d4b9eb2,b701f780ad99d469949a985b0472b8d1f26be0545e531d92895b7559ca142328,0.1,0.0005,0.0003,0.0,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,SW entropy rank,geometry/spectrum/sw_entropy_rank,GEO-11,primary,descriptive,id_train,id_train,raw_feature_covariance,,24.81170086054627,23.678573203877438,24.843049785303883,24.44444128324253,0.6634463995031148,24.444441 ± 0.663446
C1,sgd,adam,optimizer_a_minus_optimizer_b_seed_matched,188f2e248d512bb338cd5c33c140337ac59206948aa209631ca797a09d4b9eb2,b701f780ad99d469949a985b0472b8d1f26be0545e531d92895b7559ca142328,0.1,0.0005,0.0003,0.0,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,SW trace/top rank,geometry/spectrum/sw_trace_top_rank,GEO-11,primary,descriptive,id_train,id_train,raw_feature_covariance,,2.774376651939976,0.9234880840448678,2.047955859229763,1.9152735317382021,0.9325505738096108,1.915274 ± 0.932551
C1,sgd,adam,optimizer_a_minus_optimizer_b_seed_matched,188f2e248d512bb338cd5c33c140337ac59206948aa209631ca797a09d4b9eb2,b701f780ad99d469949a985b0472b8d1f26be0545e531d92895b7559ca142328,0.1,0.0005,0.0003,0.0,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,SW participation ratio,geometry/spectrum/sw_participation_ratio,GEO-11,primary,descriptive,id_train,id_train,raw_feature_covariance,,12.036407960289239,10.728490962801914,11.82735502115149,11.530751314747548,0.7025966389533059,11.530751 ± 0.702597
C1,sgd,adam,optimizer_a_minus_optimizer_b_seed_matched,188f2e248d512bb338cd5c33c140337ac59206948aa209631ca797a09d4b9eb2,b701f780ad99d469949a985b0472b8d1f26be0545e531d92895b7559ca142328,0.1,0.0005,0.0003,0.0,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,SW numerical rank,geometry/spectrum/sw_numerical_rank,GEO-12,primary,descriptive,id_train,id_train,raw_feature_covariance,,0.0,0.0,0.0,0.0,0.0,0.000000 ± 0.000000
C1,sgd,adam,optimizer_a_minus_optimizer_b_seed_matched,188f2e248d512bb338cd5c33c140337ac59206948aa209631ca797a09d4b9eb2,b701f780ad99d469949a985b0472b8d1f26be0545e531d92895b7559ca142328,0.1,0.0005,0.0003,0.0,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,SW condition number,geometry/spectrum/sw_condition_number_retained,GEO-12,primary,descriptive,id_train,id_train,raw_feature_covariance,,-13395.193161201227,-12509.761703894235,-12865.211943849943,-12923.388936315134,445.5733814271415,-12923.388936 ± 445.573381
C1,sgd,adam,optimizer_a_minus_optimizer_b_seed_matched,188f2e248d512bb338cd5c33c140337ac59206948aa209631ca797a09d4b9eb2,b701f780ad99d469949a985b0472b8d1f26be0545e531d92895b7559ca142328,0.1,0.0005,0.0003,0.0,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,LID-50,geometry/lid_k50,GEO-14,primary,descriptive,id_train,id_train,raw_feature_exact_neighbors,,2.11951593767359,1.933938911963475,2.0547106005035207,2.0360551500468618,0.09418453955750292,2.036055 ± 0.094185
C1,sgd,adamw,optimizer_a_minus_optimizer_b_seed_matched,188f2e248d512bb338cd5c33c140337ac59206948aa209631ca797a09d4b9eb2,61d7d1f20bc593cc2d106f24f0343084f56f811c8ebc63c856eaced34c50b65f,0.1,0.0005,0.003,0.1,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,Feature norm mean,geometry/feature_norm/global,GEO-1,primary,descriptive,id_train,id_train,raw_feature,mean,-2.550395840812971,-2.423012588395574,-2.779791610418533,-2.584400013209026,0.18080384521400594,-2.584400 ± 0.180804
C1,sgd,adamw,optimizer_a_minus_optimizer_b_seed_matched,188f2e248d512bb338cd5c33c140337ac59206948aa209631ca797a09d4b9eb2,61d7d1f20bc593cc2d106f24f0343084f56f811c8ebc63c856eaced34c50b65f,0.1,0.0005,0.003,0.1,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,Feature norm CV,geometry/feature_norm/global,GEO-1,primary,descriptive,id_train,id_train,raw_feature,cv,-0.0490332071390082,-0.02436887383531533,-0.03870057830885448,-0.03736755309439267,0.012386082976296686,-0.037368 ± 0.012386
C1,sgd,adamw,optimizer_a_minus_optimizer_b_seed_matched,188f2e248d512bb338cd5c33c140337ac59206948aa209631ca797a09d4b9eb2,61d7d1f20bc593cc2d106f24f0343084f56f811c8ebc63c856eaced34c50b65f,0.1,0.0005,0.003,0.1,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,CDNV,geometry/cdnv/mean,GEO-2,primary,down,id_train,id_train,raw_feature,,-0.108236467662395,-0.10928780357339647,-0.10403065651972107,-0.10718497591850418,0.0027818384122006274,-0.107185 ± 0.002782
C1,sgd,adamw,optimizer_a_minus_optimizer_b_seed_matched,188f2e248d512bb338cd5c33c140337ac59206948aa209631ca797a09d4b9eb2,61d7d1f20bc593cc2d106f24f0343084f56f811c8ebc63c856eaced34c50b65f,0.1,0.0005,0.003,0.1,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,NC1,geometry/nc1_pinv,GEO-5,primary,down,id_train,id_train,raw_feature,,-0.0901368189260015,-0.09125049730043036,-0.09044865933690198,-0.09061199185444462,0.000574524163010344,-0.090612 ± 0.000575
C1,sgd,adamw,optimizer_a_minus_optimizer_b_seed_matched,188f2e248d512bb338cd5c33c140337ac59206948aa209631ca797a09d4b9eb2,61d7d1f20bc593cc2d106f24f0343084f56f811c8ebc63c856eaced34c50b65f,0.1,0.0005,0.003,0.1,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,NC2 equinorm,geometry/nc2_equinorm,GEO-6,primary,down,id_train,id_train,raw_feature,,-0.007087709534219347,-0.0012602206432326818,-0.0008333606124833678,-0.003060430263311799,0.003494250436914053,-0.003060 ± 0.003494
C1,sgd,adamw,optimizer_a_minus_optimizer_b_seed_matched,188f2e248d512bb338cd5c33c140337ac59206948aa209631ca797a09d4b9eb2,61d7d1f20bc593cc2d106f24f0343084f56f811c8ebc63c856eaced34c50b65f,0.1,0.0005,0.003,0.1,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,NC2 equiangular,geometry/nc2_equiangular,GEO-6,primary,down,id_train,id_train,raw_feature,,-0.025867377706585995,-0.022600767343337505,-0.03615632828701212,-0.028208157778978542,0.007074443203171658,-0.028208 ± 0.007074
C1,sgd,adamw,optimizer_a_minus_optimizer_b_seed_matched,188f2e248d512bb338cd5c33c140337ac59206948aa209631ca797a09d4b9eb2,61d7d1f20bc593cc2d106f24f0343084f56f811c8ebc63c856eaced34c50b65f,0.1,0.0005,0.003,0.1,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,NC2 ETF,geometry/nc2_etf_raw,GEO-6,primary,down,id_train,id_train,raw_feature,,-0.08730972468211845,-0.06529245296166639,-0.11390668335514362,-0.08883628699964281,0.02434304096799505,-0.088836 ± 0.024343
C1,sgd,adamw,optimizer_a_minus_optimizer_b_seed_matched,188f2e248d512bb338cd5c33c140337ac59206948aa209631ca797a09d4b9eb2,61d7d1f20bc593cc2d106f24f0343084f56f811c8ebc63c856eaced34c50b65f,0.1,0.0005,0.003,0.1,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,NC3,geometry/nc3_self_duality_raw,GEO-8,primary,down,id_train,id_train,raw_feature,,-0.3980544606625352,-0.4066445031814203,-0.40910637185636756,-0.4046017785667743,0.005802217519840983,-0.404602 ± 0.005802
C1,sgd,adamw,optimizer_a_minus_optimizer_b_seed_matched,188f2e248d512bb338cd5c33c140337ac59206948aa209631ca797a09d4b9eb2,61d7d1f20bc593cc2d106f24f0343084f56f811c8ebc63c856eaced34c50b65f,0.1,0.0005,0.003,0.1,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,NC4,geometry/nc4_agreement_with_bias,GEO-9,primary,up,id_train,id_test,raw_feature_and_logits,,0.005600000000000049,0.008199999999999985,0.0038000000000000256,0.005866666666666687,0.002212088003071585,0.005867 ± 0.002212
C1,sgd,adamw,optimizer_a_minus_optimizer_b_seed_matched,188f2e248d512bb338cd5c33c140337ac59206948aa209631ca797a09d4b9eb2,61d7d1f20bc593cc2d106f24f0343084f56f811c8ebc63c856eaced34c50b65f,0.1,0.0005,0.003,0.1,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,RankMe,geometry/rankme_uncentered,GEO-10,primary,descriptive,id_train,id_train,raw_feature_uncentered,,-40.198487614828394,-37.336130449499365,-35.98634761412127,-37.84032189281634,2.1508574115977086,-37.840322 ± 2.150857
C1,sgd,adamw,optimizer_a_minus_optimizer_b_seed_matched,188f2e248d512bb338cd5c33c140337ac59206948aa209631ca797a09d4b9eb2,61d7d1f20bc593cc2d106f24f0343084f56f811c8ebc63c856eaced34c50b65f,0.1,0.0005,0.003,0.1,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,SW entropy rank,geometry/spectrum/sw_entropy_rank,GEO-11,primary,descriptive,id_train,id_train,raw_feature_covariance,,3.2125581828519927,0.3444759331795737,3.2836184651678266,2.280217527066464,1.6767778712931898,2.280218 ± 1.676778
C1,sgd,adamw,optimizer_a_minus_optimizer_b_seed_matched,188f2e248d512bb338cd5c33c140337ac59206948aa209631ca797a09d4b9eb2,61d7d1f20bc593cc2d106f24f0343084f56f811c8ebc63c856eaced34c50b65f,0.1,0.0005,0.003,0.1,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,SW trace/top rank,geometry/spectrum/sw_trace_top_rank,GEO-11,primary,descriptive,id_train,id_train,raw_feature_covariance,,3.7112783774492613,1.4936427055765549,2.7670954879090655,2.657338856978294,1.1128844871843315,2.657339 ± 1.112884
C1,sgd,adamw,optimizer_a_minus_optimizer_b_seed_matched,188f2e248d512bb338cd5c33c140337ac59206948aa209631ca797a09d4b9eb2,61d7d1f20bc593cc2d106f24f0343084f56f811c8ebc63c856eaced34c50b65f,0.1,0.0005,0.003,0.1,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,SW participation ratio,geometry/spectrum/sw_participation_ratio,GEO-11,primary,descriptive,id_train,id_train,raw_feature_covariance,,6.369335515696626,3.5337543167381007,5.9184236284089735,5.2738378202812335,1.5237284311850114,5.273838 ± 1.523728
C1,sgd,adamw,optimizer_a_minus_optimizer_b_seed_matched,188f2e248d512bb338cd5c33c140337ac59206948aa209631ca797a09d4b9eb2,61d7d1f20bc593cc2d106f24f0343084f56f811c8ebc63c856eaced34c50b65f,0.1,0.0005,0.003,0.1,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,SW numerical rank,geometry/spectrum/sw_numerical_rank,GEO-12,primary,descriptive,id_train,id_train,raw_feature_covariance,,1.0,5.0,11.0,5.666666666666667,5.033222956847167,5.666667 ± 5.033223
C1,sgd,adamw,optimizer_a_minus_optimizer_b_seed_matched,188f2e248d512bb338cd5c33c140337ac59206948aa209631ca797a09d4b9eb2,61d7d1f20bc593cc2d106f24f0343084f56f811c8ebc63c856eaced34c50b65f,0.1,0.0005,0.003,0.1,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,SW condition number,geometry/spectrum/sw_condition_number_retained,GEO-12,primary,descriptive,id_train,id_train,raw_feature_covariance,,-561554013854.3839,-561784419316.1968,-4294962633.264683,-375877798601.28174,321800196179.547,-375877798601.281738 ± 321800196179.546997
C1,sgd,adamw,optimizer_a_minus_optimizer_b_seed_matched,188f2e248d512bb338cd5c33c140337ac59206948aa209631ca797a09d4b9eb2,61d7d1f20bc593cc2d106f24f0343084f56f811c8ebc63c856eaced34c50b65f,0.1,0.0005,0.003,0.1,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,LID-50,geometry/lid_k50,GEO-14,primary,descriptive,id_train,id_train,raw_feature_exact_neighbors,,-1.822336083760412,-1.740362913223553,-1.7879917768337847,-1.7835635912725831,0.04116560205425841,-1.783564 ± 0.041166
C1,adam,adamw,optimizer_a_minus_optimizer_b_seed_matched,b701f780ad99d469949a985b0472b8d1f26be0545e531d92895b7559ca142328,61d7d1f20bc593cc2d106f24f0343084f56f811c8ebc63c856eaced34c50b65f,0.0003,0.0,0.003,0.1,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,Feature norm mean,geometry/feature_norm/global,GEO-1,primary,descriptive,id_train,id_train,raw_feature,mean,3.0991511068638715,3.3360892088553395,3.0191173507648195,3.151452555494677,0.16483134062428717,3.151453 ± 0.164831
C1,adam,adamw,optimizer_a_minus_optimizer_b_seed_matched,b701f780ad99d469949a985b0472b8d1f26be0545e531d92895b7559ca142328,61d7d1f20bc593cc2d106f24f0343084f56f811c8ebc63c856eaced34c50b65f,0.0003,0.0,0.003,0.1,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,Feature norm CV,geometry/feature_norm/global,GEO-1,primary,descriptive,id_train,id_train,raw_feature,cv,-0.0008664132368180755,0.012973981467651469,0.00020288619900793448,0.0041034848099471095,0.0077006579937446,0.004103 ± 0.007701
C1,adam,adamw,optimizer_a_minus_optimizer_b_seed_matched,b701f780ad99d469949a985b0472b8d1f26be0545e531d92895b7559ca142328,61d7d1f20bc593cc2d106f24f0343084f56f811c8ebc63c856eaced34c50b65f,0.0003,0.0,0.003,0.1,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,CDNV,geometry/cdnv/mean,GEO-2,primary,down,id_train,id_train,raw_feature,,-0.05315677237321986,-0.05171779121631677,-0.05052342694642087,-0.05179933017865249,0.0013185649343111189,-0.051799 ± 0.001319
C1,adam,adamw,optimizer_a_minus_optimizer_b_seed_matched,b701f780ad99d469949a985b0472b8d1f26be0545e531d92895b7559ca142328,61d7d1f20bc593cc2d106f24f0343084f56f811c8ebc63c856eaced34c50b65f,0.0003,0.0,0.003,0.1,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,NC1,geometry/nc1_pinv,GEO-5,primary,down,id_train,id_train,raw_feature,,0.0028551137738469234,0.007021680076184034,0.002015500185252067,0.003964098011761008,0.002681015442896462,0.003964 ± 0.002681
C1,adam,adamw,optimizer_a_minus_optimizer_b_seed_matched,b701f780ad99d469949a985b0472b8d1f26be0545e531d92895b7559ca142328,61d7d1f20bc593cc2d106f24f0343084f56f811c8ebc63c856eaced34c50b65f,0.0003,0.0,0.003,0.1,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,NC2 equinorm,geometry/nc2_equinorm,GEO-6,primary,down,id_train,id_train,raw_feature,,-0.009011491279320903,-0.006409336570671456,-0.018599169979262357,-0.011339999276418239,0.006419849823143016,-0.011340 ± 0.006420
C1,adam,adamw,optimizer_a_minus_optimizer_b_seed_matched,b701f780ad99d469949a985b0472b8d1f26be0545e531d92895b7559ca142328,61d7d1f20bc593cc2d106f24f0343084f56f811c8ebc63c856eaced34c50b65f,0.0003,0.0,0.003,0.1,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,NC2 equiangular,geometry/nc2_equiangular,GEO-6,primary,down,id_train,id_train,raw_feature,,-0.053810623033680643,-0.04449917760542936,-0.0570731297558754,-0.0517943101316618,0.006524967927856992,-0.051794 ± 0.006525
C1,adam,adamw,optimizer_a_minus_optimizer_b_seed_matched,b701f780ad99d469949a985b0472b8d1f26be0545e531d92895b7559ca142328,61d7d1f20bc593cc2d106f24f0343084f56f811c8ebc63c856eaced34c50b65f,0.0003,0.0,0.003,0.1,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,NC2 ETF,geometry/nc2_etf_raw,GEO-6,primary,down,id_train,id_train,raw_feature,,-0.16224375006058842,-0.13558528717810137,-0.1901779027168837,-0.16266897998519117,0.02729879179025892,-0.162669 ± 0.027299
C1,adam,adamw,optimizer_a_minus_optimizer_b_seed_matched,b701f780ad99d469949a985b0472b8d1f26be0545e531d92895b7559ca142328,61d7d1f20bc593cc2d106f24f0343084f56f811c8ebc63c856eaced34c50b65f,0.0003,0.0,0.003,0.1,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,NC3,geometry/nc3_self_duality_raw,GEO-8,primary,down,id_train,id_train,raw_feature,,-0.1667624073917966,-0.16736865946260626,-0.17259604208070334,-0.16890903631170207,0.003207396771343818,-0.168909 ± 0.003207
C1,adam,adamw,optimizer_a_minus_optimizer_b_seed_matched,b701f780ad99d469949a985b0472b8d1f26be0545e531d92895b7559ca142328,61d7d1f20bc593cc2d106f24f0343084f56f811c8ebc63c856eaced34c50b65f,0.0003,0.0,0.003,0.1,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,NC4,geometry/nc4_agreement_with_bias,GEO-9,primary,up,id_train,id_test,raw_feature_and_logits,,-0.0037000000000000366,-0.0037000000000000366,-0.0049000000000000155,-0.00410000000000003,0.0006928203230275388,-0.004100 ± 0.000693
C1,adam,adamw,optimizer_a_minus_optimizer_b_seed_matched,b701f780ad99d469949a985b0472b8d1f26be0545e531d92895b7559ca142328,61d7d1f20bc593cc2d106f24f0343084f56f811c8ebc63c856eaced34c50b65f,0.0003,0.0,0.003,0.1,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,RankMe,geometry/rankme_uncentered,GEO-10,primary,descriptive,id_train,id_train,raw_feature_uncentered,,-62.17928828398816,-58.855297782832025,-59.005777701972164,-60.01345458959745,1.8771754700439391,-60.013455 ± 1.877175
C1,adam,adamw,optimizer_a_minus_optimizer_b_seed_matched,b701f780ad99d469949a985b0472b8d1f26be0545e531d92895b7559ca142328,61d7d1f20bc593cc2d106f24f0343084f56f811c8ebc63c856eaced34c50b65f,0.0003,0.0,0.003,0.1,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,SW entropy rank,geometry/spectrum/sw_entropy_rank,GEO-11,primary,descriptive,id_train,id_train,raw_feature_covariance,,-21.599142677694278,-23.334097270697864,-21.559431320136056,-22.164223756176067,1.0133347314508008,-22.164224 ± 1.013335
C1,adam,adamw,optimizer_a_minus_optimizer_b_seed_matched,b701f780ad99d469949a985b0472b8d1f26be0545e531d92895b7559ca142328,61d7d1f20bc593cc2d106f24f0343084f56f811c8ebc63c856eaced34c50b65f,0.0003,0.0,0.003,0.1,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,SW trace/top rank,geometry/spectrum/sw_trace_top_rank,GEO-11,primary,descriptive,id_train,id_train,raw_feature_covariance,,0.9369017255092853,0.5701546215316871,0.7191396286793026,0.7420653252400916,0.1844452499824456,0.742065 ± 0.184445
C1,adam,adamw,optimizer_a_minus_optimizer_b_seed_matched,b701f780ad99d469949a985b0472b8d1f26be0545e531d92895b7559ca142328,61d7d1f20bc593cc2d106f24f0343084f56f811c8ebc63c856eaced34c50b65f,0.0003,0.0,0.003,0.1,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,SW participation ratio,geometry/spectrum/sw_participation_ratio,GEO-11,primary,descriptive,id_train,id_train,raw_feature_covariance,,-5.667072444592613,-7.194736646063813,-5.908931392742517,-6.256913494466314,0.82113222775278,-6.256913 ± 0.821132
C1,adam,adamw,optimizer_a_minus_optimizer_b_seed_matched,b701f780ad99d469949a985b0472b8d1f26be0545e531d92895b7559ca142328,61d7d1f20bc593cc2d106f24f0343084f56f811c8ebc63c856eaced34c50b65f,0.0003,0.0,0.003,0.1,last,metric_contract_v1.2,c38b09694be88aa74de0741b39e9d3ba0d6ff61a,35a1a66f78dfd6255c4d804586ee6863969be78d21acec5cd0ccf00476ddaa5c,f80984d28ef9a7550633fb3aea514f783f3db1fa655a6d3f49850b10857e6afc,float64,SW numerical rank,geometry/spectrum/sw_numerical_rank,GEO-12,primary,descriptive,id_train,id_train,raw_feature_covariance,,1.0,5.0,11.0,5.666666666666667,5.033222956847167,5.666667 ± 5.033223
